Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
124;24909;"Automatica";journal;"00051098";3,896;Q1;221;508;1275;14702;9444;1256;7,03;28,94;United Kingdom;"Elsevier Ltd.";"Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)"
125;21100843857;"Nanoscale Horizons";journal;"20556756, 20556764";3,894;Q1;13;39;48;2542;418;46;9,09;65,18;United Kingdom;"Royal Society of Chemistry";"Materials Science (miscellaneous) (Q1)"
126;14855;"Cerebral Cortex";journal;"14602199, 10473211";3,892;Q1;216;429;1068;19067;6245;1062;5,44;44,45;United Kingdom;"Oxford University Press";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1)"
127;21100297606;"Arthritis and Rheumatology";journal;"23265205";3,889;Q1;281;342;1348;9924;6945;1022;6,79;29,02;United Kingdom;"John Wiley and Sons Ltd";"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
128;13096;"BMC Biology";journal;"17417007";3,842;Q1;84;123;335;9085;1731;290;4,98;73,86;United Kingdom;"BioMed Central";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Cell Biology (Q1); Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Physiology (Q1); Plant Science (Q1); Structural Biology (Q1)"
129;21100850798;"npj Computational Materials";journal;"20573960";3,826;Q1;10;54;36;3246;313;35;8,94;60,11;United Kingdom;"Nature Publishing Group";"Computer Science Applications (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Modeling and Simulation (Q1)"
130;26463;"Progress in Lipid Research";journal;"01637827";3,814;Q1;125;20;91;3795;870;91;8,58;189,75;United Kingdom;"Elsevier Ltd.";"Biochemistry (Q1); Cell Biology (Q1)"
131;20650;"Journal of Management Studies";journal;"14676486, 00222380";3,804;Q1;145;59;153;4140;755;136;4,97;70,17;United Kingdom;"Blackwell Publishing Inc.";"Business and International Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
132;18458;"European Respiratory Journal";journal;"13993003, 09031936";3,788;Q1;209;478;1660;15591;8495;948;9,08;32,62;United Kingdom;"European Respiratory Society";"Medicine (miscellaneous) (Q1); Pulmonary and Respiratory Medicine (Q1)"
133;19908;"New Phytologist";journal;"14698137, 0028646X";3,787;Q1;196;582;1578;34216;10441;1346;7,65;58,79;United Kingdom;"Blackwell Publishing Inc.";"Physiology (Q1); Plant Science (Q1)"
134;22044;"Global Ecology and Biogeography";journal;"1466822X";3,786;Q1;118;128;408;7902;2608;397;6,00;61,73;United Kingdom;"Blackwell Publishing Inc.";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q1)"
135;19700177557;"Mobile DNA";journal;"17598753";3,783;Q1;23;21;76;1246;356;73;6,23;59,33;United Kingdom;"BioMed Central";"Molecular Biology (Q1)"
136;21100403241;"Research Synthesis Methods";journal;"17592887";3,774;Q1;16;53;101;1541;408;80;3,45;29,08;United Kingdom;"John Wiley and Sons Ltd";"Education (Q1)"
137;19700174932;"Epigenetics and Chromatin";journal;"17568935";3,767;Q1;37;63;162;3934;805;160;4,92;62,44;United Kingdom;"BioMed Central";"Genetics (Q1); Molecular Biology (Q1)"
138;17700156208;"Nature Reviews Gastroenterology and Hepatology";journal;"17595053, 17595045";3,758;Q1;97;163;608;8494;2741;345;7,69;52,11;United Kingdom;"Nature Publishing Group";"Gastroenterology (Q1); Hepatology (Q1)"
139;12094;"Journal of the American Statistical Association";journal;"01621459, 1537274X";3,746;Q1;155;171;451;5482;966;380;2,23;32,06;United Kingdom;"Taylor & Francis";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
140;27162;"Journal of Business and Economic Statistics";journal;"07350015, 15372707";3,664;Q1;80;105;161;1676;250;122;1,83;15,96;United Kingdom;"Taylor & Francis";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
141;80370;"Journal of Financial and Quantitative Analysis";journal;"00221090";3,636;Q1;97;92;177;4517;435;177;2,20;49,10;United Kingdom;"Cambridge University Press";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
142;21100205761;"European Heart Journal Cardiovascular Imaging";journal;"20472412, 20472404";3,625;Q1;71;253;882;4896;2826;524;5,66;19,35;United Kingdom;"Oxford University Press";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
143;21100264005;"Wiley Interdisciplinary Reviews: Developmental Biology";journal;"17597692, 17597684";3,615;Q1;29;32;101;3607;536;99;5,69;112,72;United Kingdom;"John Wiley and Sons Ltd";"Cell Biology (Q1); Developmental Biology (Q1); Molecular Biology (Q1)"
144;21928;"Fish and Fisheries";journal;"14672979, 14672960";3,615;Q1;85;81;134;6772;1009;124;7,39;83,60;United Kingdom;"Blackwell Publishing Inc.";"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Management, Monitoring, Policy and Law (Q1); Oceanography (Q1)"
145;21100827946;"npj Quantum Information";journal;"20566387";3,604;Q1;9;22;10;996;66;9;7,33;45,27;United Kingdom;"Nature Partner Journals";"Computational Theory and Mathematics (Q1); Computer Networks and Communications (Q1); Computer Science (miscellaneous) (Q1); Statistical and Nonlinear Physics (Q1)"
146;20022;"Economic Policy";journal;"14680327, 02664658";3,584;Q1;63;21;53;868;147;44;2,89;41,33;United Kingdom;"Oxford University Press";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
147;16612;"Plant Journal";journal;"09607412, 1365313X";3,582;Q1;229;370;932;23396;5588;905;5,79;63,23;United Kingdom;"Blackwell Publishing Inc.";"Cell Biology (Q1); Genetics (Q1); Plant Science (Q1)"
148;22266;"Human Molecular Genetics";journal;"14602083, 09646906";3,555;Q1;248;442;1674;20109;8828;1651;4,83;45,50;United Kingdom;"Oxford University Press";"Genetics (Q1); Genetics (clinical) (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
149;21915;"Omega";journal;"03050483";3,521;Q1;108;174;327;5478;1840;319;4,97;31,48;United Kingdom;"Elsevier Ltd.";"Information Systems and Management (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)"
150;21100232403;"Journal of Materials Chemistry A";journal;"20507488";3,488;Q1;120;2686;7445;153610;71370;7368;9,82;57,19;United Kingdom;"Royal Society of Chemistry";"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
151;19400158464;"Health Psychology Review";journal;"17437199, 17437202";3,488;Q1;30;36;114;1708;666;69;10,27;47,44;United Kingdom;"Routledge, Taylor & Francis Group";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
152;15049;"Biometrika";journal;"00063444, 14643510";3,485;Q1;101;74;228;2032;412;224;1,68;27,46;United Kingdom;"Oxford University Press";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
153;21100819064;"Cell Discovery";journal;"20565968";3,483;Q1;9;49;86;2481;353;78;4,53;50,63;United Kingdom;"Nature Publishing Group";"Biochemistry (Q1); Cell Biology (Q1); Genetics (Q1); Molecular Biology (Q1)"
154;13455;"Learning and Instruction";journal;"09594752";3,432;Q1;90;85;183;3953;958;176;4,37;46,51;United Kingdom;"Elsevier Ltd.";"Developmental and Educational Psychology (Q1); Education (Q1)"
155;29213;"Cancer Treatment Reviews";journal;"03057372";3,420;Q1;107;129;344;11613;3016;340;8,31;90,02;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Oncology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
156;5700191214;"Molecular Neurodegeneration";journal;"17501326";3,418;Q1;60;89;206;7239;1366;195;6,36;81,34;United Kingdom;"BioMed Central";"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1)"
157;21117;"International Journal of Plasticity";journal;"07496419";3,395;Q1;115;145;426;9776;2526;419;5,60;67,42;United Kingdom;"Elsevier Ltd.";"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
158;19104;"Thorax";journal;"14683296, 00406376";3,381;Q1;195;228;902;5733;3657;527;7,01;25,14;United Kingdom;"BMJ Publishing Group";"Pulmonary and Respiratory Medicine (Q1)"
159;19837;"Sleep Medicine Reviews";journal;"10870792";3,376;Q1;116;73;189;5160;1499;157;9,83;70,68;United Kingdom;"Elsevier Ltd.";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Pulmonary and Respiratory Medicine (Q1)"
160;15670;"Journal of Peasant Studies";journal;"03066150";3,368;Q1;58;95;170;4241;809;152;3,99;44,64;United Kingdom;"Frank Cass Publishers";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)"
161;20373;"Sports Medicine";journal;"01121642";3,367;Q1;151;208;451;15367;3103;374;7,17;73,88;United Kingdom;"Adis International Ltd.";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
162;11700154306;"Molecular Ecology Resources";journal;"17550998, 1755098X";3,355;Q1;107;151;406;7846;2677;391;6,72;51,96;United Kingdom;"Blackwell Publishing Inc.";"Biotechnology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
163;17700156202;"Nature Reviews Nephrology";journal;"17595061, 1759507X";3,348;Q1;78;190;549;8827;2173;300;7,66;46,46;United Kingdom;"Nature Publishing Group";"Nephrology (Q1)"
164;16965;"Internet and Higher Education";journal;"10967516";3,347;Q1;66;29;105;1719;666;102;6,74;59,28;United Kingdom;"Elsevier Ltd.";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Education (Q1); E-learning (Q1)"
165;16160;"Review of Finance";journal;"15723097";3,345;Q1;43;71;190;3597;408;189;2,05;50,66;United Kingdom;"Oxford University Press";"Finance (Q1)"
166;18017;"Neuropsychopharmacology";journal;"0893133X";3,327;Q1;195;278;990;16323;5626;916;6,13;58,72;United Kingdom;"Nature Publishing Group";"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
167;29602;"Journal of Ecology";journal;"13652745, 00220477";3,312;Q1;154;195;483;12608;2754;470;5,09;64,66;United Kingdom;"Blackwell Publishing Inc.";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
168;13602;"Philosophical Transactions of the Royal Society B: Biological Sciences";journal;"09628436, 14712970";3,306;Q1;223;421;1299;33132;7094;1228;5,22;78,70;United Kingdom;"The Royal Society";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
169;18945;"Journal of Medical Genetics";journal;"00222593, 14686244";3,304;Q1;154;111;354;4170;1913;332;5,74;37,57;United Kingdom;"BMJ Publishing Group";"Genetics (Q1); Genetics (clinical) (Q1)"
170;19900192439;"IMF Economic Review";book series;"20414161, 2041417X";3,287;Q1;57;23;85;724;151;81;1,72;31,48;United Kingdom;"Palgrave Macmillan Ltd.";"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)"
171;20297;"Molecular Ecology";journal;"09621083, 1365294X";3,283;Q1;195;482;1361;39741;7712;1310;5,61;82,45;United Kingdom;"Blackwell Publishing Inc.";"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
172;14913;"Quarterly Reviews of Biophysics";journal;"14698994, 00335835";3,282;Q1;89;8;45;1362;262;45;6,37;170,25;United Kingdom;"Cambridge University Press";"Biophysics (Q1)"
173;18742;"Psychological Medicine";journal;"00332917, 14698978";3,274;Q1;176;336;940;11876;4848;874;5,25;35,35;United Kingdom;"Cambridge University Press";"Applied Psychology (Q1); Psychiatry and Mental Health (Q1)"
174;26927;"International Reviews in Physical Chemistry";journal;"0144235X, 1366591X";3,271;Q1;72;10;48;2179;383;47;9,61;217,90;United Kingdom;"Taylor & Francis";"Physical and Theoretical Chemistry (Q1)"
175;20552;"Progress in Cardiovascular Diseases";journal;"00330620, 15328643";3,235;Q1;85;84;218;4629;1387;197;6,76;55,11;United Kingdom;"W. B. Saunders Co., Ltd.";"Cardiology and Cardiovascular Medicine (Q1)"
176;12523;"Oncogene";journal;"09509232";3,235;Q1;308;659;1805;32499;11078;1729;6,26;49,32;United Kingdom;"Nature Publishing Group";"Cancer Research (Q1); Genetics (Q1); Molecular Biology (Q1)"
177;19817;"British Journal of Sports Medicine";journal;"14730480, 03063674";3,232;Q1;131;390;1098;11032;5142;741;6,99;28,29;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
178;28273;"Clinical Gastroenterology and Hepatology";journal;"15423565, 15427714";3,230;Q1;144;496;1399;9023;5221;911;5,93;18,19;United Kingdom;"W. B. Saunders Co., Ltd.";"Gastroenterology (Q1); Hepatology (Q1)"
179;130087;"Annual Review of Applied Linguistics";journal;"02671905";3,223;Q1;31;17;38;823;170;37;5,81;48,41;United Kingdom;"Cambridge University Press";"Language and Linguistics (Q1); Linguistics and Language (Q1); Psychology (miscellaneous) (Q1)"
180;21100406867;"IUCrJ";journal;"20522525";3,212;Q1;25;93;209;4431;1122;170;6,61;47,65;United Kingdom;"International Union of Crystallography";"Biochemistry (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
181;23666;"International Economic Review";journal;"00206598, 14682354";3,188;Q1;74;47;154;2012;290;152;1,75;42,81;United Kingdom;"Blackwell Publishing Inc.";"Economics and Econometrics (Q1)"
182;19900192103;"Astrophysical Journal Letters";journal;"20418213, 20418205";3,186;Q1;110;556;1892;24289;9435;1867;5,51;43,69;United Kingdom;"Institute of Physics Publishing";"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
183;16757;"Journal of Neurology, Neurosurgery and Psychiatry";journal;"00223050, 1468330X";3,186;Q1;182;206;809;6106;4010;600;6,87;29,64;United Kingdom;"BMJ Publishing Group";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)"
184;28801;"Applied Energy";journal;"03062619";3,162;Q1;140;1775;4112;87103;34541;4069;8,30;49,07;United Kingdom;"Elsevier Ltd.";"Building and Construction (Q1); Civil and Structural Engineering (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1)"
185;24430;"Journal of Petrology";journal;"14602415, 00223530";3,159;Q1;141;73;247;7220;981;238;3,57;98,90;United Kingdom;"Oxford University Press";"Geochemistry and Petrology (Q1); Geophysics (Q1)"
186;22990;"Journal of Retailing";journal;"00224359";3,147;Q1;111;36;119;2134;656;114;5,89;59,28;United Kingdom;"Elsevier Ltd.";"Marketing (Q1)"
187;23811;"Cement and Concrete Composites";journal;"09589465";3,146;Q1;107;178;505;7471;2826;501;5,32;41,97;United Kingdom;"Elsevier Ltd.";"Building and Construction (Q1); Materials Science (miscellaneous) (Q1)"
188;25826;"Compositio Mathematica";journal;"15705846, 0010437X";3,139;Q1;42;63;238;1833;291;235;1,13;29,10;United Kingdom;"Cambridge University Press";"Algebra and Number Theory (Q1)"
189;15402;"Journal of Child Psychology and Psychiatry and Allied Disciplines";journal;"14697610, 00219630";3,135;Q1;182;170;484;6525;2509;407;5,71;38,38;United Kingdom;"Blackwell Publishing Inc.";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
190;23863;"Journal of Computational and Graphical Statistics";journal;"15372715, 10618600";3,135;Q1;73;103;186;2827;359;181;1,77;27,45;United Kingdom;"Taylor & Francis";"Discrete Mathematics and Combinatorics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
191;21149;"Leadership Quarterly";journal;"10489843";3,130;Q1;120;52;217;5448;948;197;3,31;104,77;United Kingdom;"Elsevier Ltd.";"Applied Psychology (Q1); Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)"
192;28200;"Biomaterials";journal;"01429612";3,111;Q1;318;552;2387;34860;21906;2352;8,86;63,15;United Kingdom;"Elsevier Ltd.";"Bioengineering (Q1); Biomaterials (Q1); Biophysics (Q1); Ceramics and Composites (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
193;19700201158;"Studies in Science Education";journal;"19408412, 03057267";3,111;Q1;35;7;18;945;69;17;2,91;135,00;United Kingdom;"Taylor and Francis Inc.";"Education (Q1)"
194;20892;"Transportation Research Part B: Methodological";journal;"01912615";3,109;Q1;107;217;499;8961;2527;493;4,51;41,29;United Kingdom;"Elsevier Ltd.";"Civil and Structural Engineering (Q1); Management Science and Operations Research (Q1); Transportation (Q1)"
195;18300156710;"European Review of Social Psychology";journal;"10463283";3,087;Q1;18;4;26;411;123;25;4,13;102,75;United Kingdom;"Taylor & Francis";"Social Psychology (Q1)"
196;17822;"Conservation Biology";journal;"15231739, 08888892";3,081;Q1;194;166;547;7444;2748;477;5,83;44,84;United Kingdom;"Blackwell Publishing Inc.";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
197;22497;"Journal of Second Language Writing";journal;"10603743";3,066;Q1;60;37;77;1082;242;61;3,93;29,24;United Kingdom;"Elsevier Ltd.";"Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
198;29547;"Journal of Applied Ecology";journal;"13652664, 00218901";3,062;Q1;151;233;557;11407;3237;543;5,58;48,96;United Kingdom;"Blackwell Publishing Inc.";"Ecology (Q1)"
199;19082;"Modern Pathology";journal;"08933952, 15300285";3,054;Q1;133;179;513;7133;3034;490;6,51;39,85;United Kingdom;"Nature Publishing Group";"Pathology and Forensic Medicine (Q1)"
200;20443;"American Journal of Transplantation";journal;"16006143, 16006135";3,053;Q1;162;474;1372;12144;6018;1044;5,71;25,62;United Kingdom;"Blackwell Publishing Inc.";"Immunology and Allergy (Q1); Pharmacology (medical) (Q1); Transplantation (Q1)"
